ID,sentence,label
facebook_corpus_msr_2073758,harvard university teaching fraudulent ways creating false gdp modijionly u people ,AG
facebook_corpus_msr_1946903,indian express always negativedont take seriously,AG
facebook_corpus_msr_407583,lies foot every day indian lies fly air stupid sick mind people ,AG
facebook_corpus_msr_325937,superpower pakistan guys dont know one sided media,NAG
facebook_corpus_msr_2111292,ones save india people like you,AG
facebook_corpus_msr_495506,bad would michael phelps feel representing india olympics? thinking face,NAG
facebook_corpus_msr_424694,proof pudding!!!! talk wants see does said proof pudding time tell,AG
facebook_corpus_msr_1360502,please ignore bjp,AG
facebook_corpus_msr_1723075,mass murders?,AG
facebook_corpus_msr_1723590,wellif u prefer limelightthen face twitterati trolls!!,AG
facebook_corpus_msr_325950,appropriate response appropriate bjp bungling national security?,NAG
facebook_corpus_msr_1805176,aap retains old rss man party ak may current status may lost everything bjp agent stay,AG
facebook_corpus_msr_1922805,u r right,NAG
facebook_corpus_msr_474298,decision narendra modi brilliant nris plan travel india days say till st march trouble,AG
facebook_corpus_msr_326337,stop debating instantly act dont insult indians further taking action thing revenge,NAG
facebook_corpus_msr_1735867,pelt stones army wa u call that? army men life? asking pig failed country useless,AG
facebook_corpus_msr_1972725,unbelievable,NAG
facebook_corpus_msr_2111275,hindu insulters talking secularism? want votes appeasing minority communities,AG
facebook_corpus_msr_412645,good evening sir brigade az infra hold sale ?,NAG
facebook_corpus_msr_2020818,wear lion dress inside body totally pig like street pig,AG
facebook_corpus_msr_1490602,media got time search liesmiddle finger,AG
facebook_corpus_msr_2032095,sad children realize value parentsa father today cant even shout beat working god tell father going how perspect parents consequencesdisappointed face salute sir!!! you make us feel proud national and condolences,AG
facebook_corpus_msr_1956938,place hateful antihindu opinions spell write truth facts shutdown shop enough bullcrap media trying pull since ,AG
facebook_corpus_msr_466237,corruprion high congress time everything undercontrol things going smoothly india best pm like mr manmohan simply best,AG
facebook_corpus_msr_225588,least try respect serving president get learn parents,AG
facebook_corpus_msr_2032116,wow apologist,AG
facebook_corpus_msr_488247,studio looks good nigel so seeing green shots may,NAG
facebook_corpus_msr_2032057,riya biswas better face world real identity hide behind hindu name? belong peacefull religion feeling ashamed peacefull religion?,AG
facebook_corpus_msr_417593,rs give month complimentary service,NAG
facebook_corpus_msr_466023,cribs face time,NAG
facebook_corpus_msr_332912,please please go watch bahubali producer need rs get crore watch hang self,NAG
facebook_corpus_msr_404421,earlier jennifer also everything actors ha ha ha,NAG
facebook_corpus_msr_2032404,two months needed terrorist?,AG
facebook_corpus_msr_423202,good car good road drive face tears joyface tears joyface tears joyface tears joyface tears joyface tears joy,NAG
facebook_corpus_msr_1649475,owaisi? mamta begum?,AG
facebook_corpus_msr_2127023,bjp ko mila hai aur shivsena ko it massiveand bjp municipal corporation shivsena performing wellhow newspaper posting fake news,AG
facebook_corpus_msr_484748,means say created many opportunities!!winking face tonguealien,NAG
facebook_corpus_msr_1945514,swayambhu critic must born kashmir atrocities acting like expert fool,AG
facebook_corpus_msr_2018560,easytoday feminism male bashing,AG
facebook_corpus_msr_470303,demonitisation government give clear quantum black money got banking system quantum black money either destroyed converted black money new notes,NAG
facebook_corpus_msr_1805097,think anna ji openly accept bjp man join bjp,NAG
facebook_corpus_msr_1723860,whole india believes allah true god thats said loudspeakers azaan ,AG
facebook_corpus_msr_394633,hindu taliban curse india terrorist know indian terrorists killed american moab missile request donald trump please drop moab missile india tackle terrorism face tears joyface tears joyface tears joy,AG
facebook_corpus_msr_2032062,illiterate non bengalis around,AG
facebook_corpus_msr_1956947,india crimecaw slaughtering terrorism jehad women exploitation muslim political parties support vote banking ac sacher commity report muslim population india max return bright future next generation support islamic partiescongress tmc rjd sp aap bsp,AG
facebook_corpus_msr_434924,well reduces global temperatures degrees great achievement hope trillion dollar brings additional life planet,AG
facebook_corpus_msr_483441,show clearly thatdont try change systemsystem change u,NAG
facebook_corpus_msr_1599827,delhi car catches fire near rithala metro station,NAG
facebook_corpus_msr_1561887,thats irony sad,AG
facebook_corpus_msr_332270,meeting two religious fundamentalist leaders contrasting religious focii astonished me! buried secularism principle unify people perescution deprivation oppression margianillastion torture hatred all actions meted minorities countries leaders icons countries,AG
facebook_corpus_msr_1723107,hindus well dont take tweet seriously insteas read comments others know everyone like him,AG
facebook_corpus_msr_1979834,dear indian express feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa expect apology side mistake,AG
facebook_corpus_msr_417102,really bruh? salty now ? p said nothing sort ,NAG
facebook_corpus_msr_443142,cyrus investments sterling investment corporation file petition trustees tata trust directors tata sons,NAG
facebook_corpus_msr_1805403,secret weapon bjp,AG
facebook_corpus_msr_1689900,complaint airtel playing fool customer gone plan change postpaid number registered website informed confirmed hrs get conformation whatsoever second time attempted changing plan got response confirmed hrs nothing received confirmation whatsoever suddenly hour back received call chennai saying plan change taken place advised contact call center informed call center none capable anything call transferred manager repeated whatever earlier fellows saying ultimately use change plan benefits like free internet package offers removed contention refuse take request plan change takes effect next billing cycle earlier done withdrawing package effect next billing cycle every time create problem suffer call center voice support simply useless spend valuable time listening nonsense blahblah repeated automated messages really doubtful airtel really interested resolving issues customer,AG
facebook_corpus_msr_1957004,presence prestitutes like u india odious ominous,AG
facebook_corpus_msr_2115241,right,NAG
facebook_corpus_msr_1728896,conspiracy sell railneer bottled waters p,AG
facebook_corpus_msr_485028,towmmr stock may fall short much u,NAG
facebook_corpus_msr_2032214,u seriously need education,AG
facebook_corpus_msr_1493879,yes pakistan ultra superpower disobey verdict,AG
facebook_corpus_msr_446733,support guts take decision taking digital political contributionsif atleast party start this,AG
facebook_corpus_msr_463127,bhakts try ban cnbc,NAG
facebook_corpus_msr_2020280,wow held high position international organisations thought education makes person better,NAG
facebook_corpus_msr_331196,domain buy and one made website,NAG
facebook_corpus_msr_420876,jubilant life sciences high pe view fresh buys considering investment?,NAG
facebook_corpus_msr_322991, then? soldiers killed themself mutilated themself? asking proof bc,AG
facebook_corpus_msr_1724269,modi era indian hinduism peak,AG
facebook_corpus_msr_327888,return gift pakistan priceless gift denied maybe time pakistan invaded china,NAG
facebook_corpus_msr_233575,tooo much time fr axon instead blaming everybody raiss fight agai st terror,AG
facebook_corpus_msr_2280152,good,NAG
facebook_corpus_msr_394765,look like porkies dont mediaonly crying indian pagesface tears joyface tears joy,AG
facebook_corpus_msr_405517,pakistan damaging hindu temples india every day new mosque coming up do pakistan hindus minority class india government giving reservations education employment continue giving reservations muslims stop go giving importance muslims people put us trouble,AG
facebook_corpus_msr_1731543,coming bihar too unsettles,AG
facebook_corpus_msr_1723085,stop loudspeakers practise religion inside home,AG
facebook_corpus_msr_332997,nobody talk muslim goons threw acid bombs stones procession,AG
facebook_corpus_msr_439528,digital india transparent eliminate corruption eradicate poverty eliminate terrorist organizations network,NAG
facebook_corpus_msr_1805134,anna hazare sponsored bjp congress ask agitation dharana favour lokpal,AG
facebook_corpus_msr_378943,grandfather also indian army school friend also bsf post sub inspector,NAG
facebook_corpus_msr_1805363,join bjp,NAG
facebook_corpus_msr_53414,opposing lokpal bill allowing anonymous funding companies without limit bjp reverses stand bringing parties rti removing information commissioner acharyulu hrd allowing inspection modis degree still think bjp pure?,AG
facebook_corpus_msr_1946833,funny muslims love yogiji aarti mosques?please expect go knees prove affection particular quom!he image hardcore hindu always critic hypocrisy time maulanaji hypocrite,AG
facebook_corpus_msr_1563583,mean think id able practice satanism christian nation thinking face,NAG
facebook_corpus_msr_462515,hi anuj according stocks reach levels like infosys ril,NAG
facebook_corpus_msr_329019,may be once look real news really is media pushing towards war end pretty anyone,AG
facebook_corpus_msr_497191,tenure rbi governor policies failed flopped ? end going give ? better let new governor give policies cnbc tv pls ask why reduce interest rates cost funds ? banks charging to car loans home loans ? borrowers? money banks belong public? keep funding banks show loss funds npa ?,NAG
facebook_corpus_msr_411728,boss personally involved dirty business many doctors medical representative,NAG
facebook_corpus_msr_528458,spoke last friday pm nation congress leader onlyso immature even years ruling,AG
facebook_corpus_msr_2032063,later thousands participate funeral gathering ,AG
facebook_corpus_msr_398284,perverted intellectual friend pakistan enemy india one family gets killed realize misdeeds neighbor,AG
facebook_corpus_msr_420963,experts making samosa discover that purpose life ,NAG
facebook_corpus_msr_330872,turkey? im surprised even stepped turkey safely attacks muslim minorities india,NAG
facebook_corpus_msr_466280,looted period wo cares congress saying,AG
facebook_corpus_msr_1490593,none believe you,AG
facebook_corpus_msr_2241601,cant lie thats says opps scams results govtface tears joy,AG
facebook_corpus_msr_1622385,greatest among toppers toppers among toppers i general category guy say dalits scientific skills equivalent westerners science views saving india poverty illogical thoughts black vs white divisions etc workers cannot even missile rely science ,AG
facebook_corpus_msr_488737,guys also start commodity section ! options also coming ! would great !,NAG
facebook_corpus_msr_327597,appeasement policy congress govt made people easy earning name problemso revoke nehru article promote hard work place appeasement,AG
facebook_corpus_msr_334505,dude go back spelling class moron spelt kujliwal,AG
facebook_corpus_msr_1890577,nyc ,NAG
facebook_corpus_msr_456116,next launch probably romeo juliet shiz go down!,NAG
facebook_corpus_msr_2127000,aggression paid put ?? p d time uddhav n shivsena introspection !,AG
facebook_corpus_msr_406161,use report one taking action,NAG
facebook_corpus_msr_1805269,diminishing respect anna ends today,NAG
facebook_corpus_msr_397582,indian army watching bahubali ipl pakistan army crossed border killed two dogs mutilated face tears joyface tears joyface tears joyface tears joyface tears joy,AG
facebook_corpus_msr_1804922,anna hazare still quiet mp case bjp persons involved isi dadri lynching alwar lynching since speak bjp would speak kejriwal,AG
facebook_corpus_msr_2179129,khushboo jain video reminds u jaee naik watch thisface tears joyface tears joy,AG
facebook_corpus_msr_335369,name devindra kumarbut worry u change ur mindmight changed name defame hindu society stereotype mind set,AG
facebook_corpus_msr_429174,but jio good buti wish would better singnal strength good villages urban areas??,NAG
facebook_corpus_msr_418976,please get additional mic latha venkatesh whilst talking winners ,NAG
facebook_corpus_msr_1833345,grew respect cow started understanding value milk giving us bullocks agriculture live west never eaten beef respect indian cow grew spent childhood youth though today cow punjab milking cow bullock gone villages tractors replaced still farmers respect cow request hindu brothers use force killings muslims force respect cow change taste eat beef turn type meat chicken fish vegetation food win argument force violence never not india divided hate violence aggression learn lesson past history divided others rule us love india pride honour,NAG
facebook_corpus_msr_2111289,oh rss antisecularand aimim seculareven fights election anti hindu agendahats cpm,AG
facebook_corpus_msr_424507,midcap stocks fall last minutes signal???,NAG
facebook_corpus_msr_506386,april no cheating congrats cnbc tv cnbc ,NAG
facebook_corpus_msr_491904,coaches never learn teach dell hell ?,NAG
facebook_corpus_msr_421408,set clear cut time facebook live want miss,NAG
facebook_corpus_msr_399637,owevery indian must proud bcz every man pakistan checks indian website see going on,NAG
facebook_corpus_msr_1521893,hate creating policy rss launh bjpshame modi rsjnaath singh,AG
facebook_corpus_msr_495554,nly th money could given athletes olympics,NAG
facebook_corpus_msr_1613981,yes bro,NAG
facebook_corpus_msr_327608,searching van terrrorist already run away try find hidingare hiding village jungle,AG
facebook_corpus_msr_334298,neel question godhra kand happen also bjp winning state again,AG
facebook_corpus_msr_1804820,ahamed rightly said agreeok hand,NAG
facebook_corpus_msr_445746,change difficult n one tough one important go process honestly dont choice trust pm unfortunatly credible opposition opposition downmarket useless full jokers credible weak opposition also good democracy hope best lets pm modi,AG
facebook_corpus_msr_1722938,nd sying frm long cud hve straightly complained police station rather tweeting surely would setup better example nd also saying long loudspeaker used bt controlled manner abiding indian constitution,AG
facebook_corpus_msr_326313,two high profile fake stories pak enter india killed indian soldier mutilate bodies came back unhurt rest indian army sleeping ajmal kasaab manage sail karachi mumbai boat india strong navy asleep brutally killed people,NAG
facebook_corpus_msr_1561762,nonsense!!,AG
facebook_corpus_msr_1805649,join bjp,NAG
facebook_corpus_msr_444042,every note deposited bank hell black money gone,AG
facebook_corpus_msr_504957,hi shereen bhan ji taking interview mrs hillary clinton,AG
facebook_corpus_msr_1805694,anna hard core rss member,AG
facebook_corpus_msr_1724052,correct,AG
facebook_corpus_msr_1956934,democratic country yogi bad people country get chance soon need worry all express report total nonsense,AG
facebook_corpus_msr_474295,hello appreciate tish movesbut r small businessman could recover todays loss,AG
facebook_corpus_msr_327626,ialso like ur mom sister that?,NAG
facebook_corpus_msr_331439,know turkeys president recap tayyip erdogan turkish economy caused growth real gdp increase gdp per capita erdoğan inherited debt billion imf reduced billion decided sign new deal turkeys debt imf thus declared completely paid announced imf could borrow turkey fiveyear credit default swaps turkeys sovereign debt trading record low nine eu member countries russia turkish central bank billion reserves amount reached billion erdoğans leadership inflation fell erdoğans government number airports turkey increased another km expressway built first time turkish history high speed railway lines constructed countrys highspeed train service began years km railway built km railway renewed erdogan put greater investments healthcare system predecessor part reforms green card program provides free health benefits poor erdoğan increased education spending billion lira billion lira highest share national budget given one ministry number universities turkey nearly doubled october = lira = lira even recent turmoil indian fooled saffron gay gangsters government,NAG
facebook_corpus_msr_1732925,rcbvsrps virat kohli wins toss rcb bowl first rps,NAG
facebook_corpus_msr_1805528,devil maker less devil,NAG
facebook_corpus_msr_442639,come snapedeal provide cash fees queue ur moneystrangefirst kind world,AG
facebook_corpus_msr_398267,dialogue pakistan must stop surgical strike donewe ignore digvijay singh said,AG
facebook_corpus_msr_1582251,present day politics auctioned sovereignty caate creed religion ofcourse money political philosophy withstand pressure corruption proved many places modern history elsewhere take examp china russia west bengaland kerla dol find marxs ideology achieved goal? explain mnisters caught disproportianate assests charges bribes chinarussia every left rules? was is,AG
facebook_corpus_msr_2127004,new paper reporters editors must smoking pot!!,AG
facebook_corpus_msr_1805075,right sitting supporting ruling government? oh wait mcd elections!!!,AG
facebook_corpus_msr_325013,kajol cares ate quite ok even gau mata muslims allowed others fine,AG
facebook_corpus_msr_491136,wats happening sunpharma buyback? wats happening sunpharma?buyback? wats happening sunpharma?buyback?,NAG
facebook_corpus_msr_2380002,communist dogs need strong handling,AG
facebook_corpus_msr_335351,army guys anything wrong feku gives certificate daily shame feku,AG
facebook_corpus_msr_1804966,hes giving best get delhi mf formed kj poor delhi suffered lot history mahabharata kejriwal zippermouth facezippermouth facezippermouth face,AG
facebook_corpus_msr_461162,guys beware rs stolen paytm wallet reason withdrawn dispute wrongly credited crediting back account inspire several emails phone calls,NAG
facebook_corpus_msr_1442113,aap alert people many people may come harm aap,AG
facebook_corpus_msr_444114,modi g people like us r suffering rich people managed pilled new curreny thing painful,AG
facebook_corpus_msr_490212,rate cut b positive news bank nifty ?,NAG
facebook_corpus_msr_300231,getting threats facebook google+ since yrs i informed ndtv refused come,AG
facebook_corpus_msr_1723306,befits man started career performing jagrata used sing whole night loudspeaker raise questions azaan lasts mins also would first time would heard fajr azaan delhi clever man know could also rewarded like akshay kumar future involves religious debates,AG
facebook_corpus_msr_1710320,sprinkle much salt?,NAG
facebook_corpus_msr_2349541,muslims say share crimes nonmuslim countries muslims use terror nonmuslims subjugate themyour crimes times population india,AG
facebook_corpus_msr_410707,great need type journalisme §great,NAG
facebook_corpus_msr_1649486,sad,AG
facebook_corpus_msr_2113808,mr modi talk like prime minister like gujrati chaiwala every time you underestimate national leaders past presen chief ministers states done good jobs take case gujarat percent industries including ipcl amul reliance name established past govts must thankful them done would able enjoy chief ministership gujarat similarly good work done earlier govts enjoying primeministership otherwise would able make kind foreign tours waste taxmens hard earned money humble request make voulger comments past govts leaders one day also become x prime minister,AG
facebook_corpus_msr_340049,indian take promise arabi muslims finish speak muslims inside outside india,AG
facebook_corpus_msr_2379904,right students nuisance leaving studies stupids beat well put lockup week,AG
facebook_corpus_msr_1946852,stupid reporting presstitute hindu shift new house get havan done mean dislike muslim,AG
facebook_corpus_msr_2318840,yet another case drunk driving,AG
facebook_corpus_msr_1614025,true women backbone indian society,NAG
facebook_corpus_msr_331608, billion million stupid people ndtv even richest person world billion cash buy home,AG
facebook_corpus_msr_2018666,aditi garg ignorance much wow,AG
facebook_corpus_msr_432957,done hospitals unemployment reservations middle class anyone explain please?,AG
facebook_corpus_msr_1689952,paid survey ,AG
facebook_corpus_msr_326833,dude stop watching many movies esp c grade bollywood nonsense nth grade domestic ones,AG
facebook_corpus_msr_487742,rbi policy taken right spirit market right ?,NAG
facebook_corpus_msr_1724037,truth,AG
facebook_corpus_msr_490585,market go plz tell,NAG
facebook_corpus_msr_457820,proud antoinette!!! done amazing job helping children,NAG
facebook_corpus_msr_2115210,wat shameful performance!! team didnt even looked like world looked like kohli afraid australians batting,AG
facebook_corpus_msr_2161637,haha almighty god created us prophets whole universenot human object created sameread ur authentic books like vedas see written thereit clearly written vedas god image nothing like godso consider krishna human god??,AG
facebook_corpus_msr_2018603,even know new wave feminism d,AG
facebook_corpus_msr_1722778,advertising condoms dont advertise decent logical way seeing sunny nude promote condom ??,AG
facebook_corpus_msr_469276,ambitious plan! courageous declaration! enormous challenge! js yrs time flies fast!,AG
facebook_corpus_msr_444783,sirif bill gives benefit farmer pls proceed otherwise pls stop it bcs man farmer suffering lotdo know farmer suffering getting right value cropjust think farmer area less less farmerless cropless benefitsless develope everything less farmernot other think sirall employees getting monthly salary running daily life farmer think think,AG
facebook_corpus_msr_419605,eminent lawyer must aware supreme courts order says aadhar cant made mandatory,AG
facebook_corpus_msr_417312,sc achieved intended goals inventory sold discounts last days court intended save people getting poisoned banned sale banned vehicles th st march also bad,NAG
facebook_corpus_msr_445596,poor people farmers suffering big time definitely black money hoarders real black money hoarders sitting meeting listening clapping visited india went haryana talked farmers none farmers happy govt policies pls something farmers,AG
facebook_corpus_msr_2280083,callum talbot akoran those believe in quran follow jewish scriptures christians sabians believe god last day work righteousness shall reward lord shall fear shall grieve koran let force religion truth stands clear error whoever rejects evil believes god hath grasped trustworthy handhold never breaks god heareth knoweth things koran ye believe! ye forbidden inherit women will ye treat harshness ye may take away part dower ye given themexcept guilty open lewdness contrary live footing kindness equity ye take dislike may ye dislike thing god brings great deal good koran we gave moses book followed succession messengers gave jesus son mary clear signs strengthened holy spirit whenever comes messenger ye desire not ye puffed pride? ye called impostors others ye slay! koran mary! god giveth thee glad tidings word him name jesus christ son mary held honour world hereafter the company of nearest god koran he shall speak people childhood maturity jesus christ shall in company righteous koran o mankind! created single pair male female made nations tribes ye may know not ye may despise each other verily honoured sight god he is righteous you god full knowledge well acquainted with things,NAG
facebook_corpus_msr_372140,beat aaj tak trp keep,AG
facebook_corpus_msr_334475,u consider healthcare part developnent? rural roads promoting education women,NAG
facebook_corpus_msr_1723726,tweeted usage loudspeaker azan azan folded handsfolded handsfolded handsstop misguiding people,AG
facebook_corpus_msr_455399,feel sad sitting waiting thereface tears joy,NAG
facebook_corpus_msr_485181,called president hillary clinton p whoever wins god bless america ,AG
facebook_corpus_msr_413890,hi anuj cut pizza pcs?hahahahajst joke apart good one,NAG
facebook_corpus_msr_2032166,father right thing root cause hatred absence humanity taught home jobless youth frustrated life prime target terror recruiters something done nip it,AG
facebook_corpus_msr_445944,demonetisation good idea poorly implemented people suffering black money overseas form gold properties modi failed bringing black money back completely failed handling situation gdp gone take years indian economy come back normal state rupee lost paise past one month sensex down take minimum months situation come back normal remember printing press print limited amount money per day cant print money overseas people doesnt money spent business struggling countries like america australia uk took years move towards digital transactions happen one night god sake country like india take years mark words people died standing lines whole country suffering worst idea ever still cant beleive feeling great this cant even talk parliament this,AG
facebook_corpus_msr_1710290,expensieve pay commission implimented also lol rahul ganguly,AG
facebook_corpus_msr_326361,becouse pakistan army nation know treat welcome ill people like,NAG
facebook_corpus_msr_457458,anuj please talk oriental bank commerce ?,NAG
facebook_corpus_msr_436738,person bhashan means everythinghard work myth him,AG
facebook_corpus_msr_406989,true indian culture movie saute u s s rajamauli bolywood movie stories pyar pyar everyone tired salute,NAG
facebook_corpus_msr_115473,u cant please butthurts,AG
facebook_corpus_msr_332312,long live turkey long live majesty sultan tiyyab erudogan,NAG
facebook_corpus_msr_1723601,respect sonu nigams courage god prefers noise relation god personal matter cry,AG
facebook_corpus_msr_115597,certainly iits iitians overrated,AG
facebook_corpus_msr_1922880,say idiot mp,AG
facebook_corpus_msr_1724257,nothing say opinion,AG
facebook_corpus_msr_373754,hamare rajnaath ji kadi ninda karke unse badla lenge thoda sabar karo des wasiyo,AG
facebook_corpus_msr_426218,don’t want aviation revolution impacted lack capacity ajay singh,NAG
facebook_corpus_msr_420783,hahahahahahahgormint!! good man next statement bhi bol deta bhai d though differ yr statement,NAG
facebook_corpus_msr_2082498,big myth tax payers india data chartered accountants group mr jetly said budget speech largely tax compliant society presented crores filling itrs poor country crore population reply cas sir crore voters agriculturists crores exempted directly but also buy cars bunglows etc quoted political counterparts also enjoying this balance crores less bpl class poverty line crore population non agriculturist non bpl less senior citizens non working wives unemployed youths taxable income earnerspolitical classsay typical indian family earning member dependent him balance = crores earning class file itrs already filling it almost gap mr jetly stressing unnecessarily without knowing countrynerd facesquinting face tongueface screaming fear looser jetly wants peoples come tax net then instead foolishly resorting rampant raids surveysnotices scrutiny demonetisations etc etc terrorism defy negative bureaucrats introduce simple income tax agricultural income large landlords say acres plus add agriculturists tax payers politicians also enjoying instead introducing penalties late filers return come positive approach introduce incentives return filers learn pakistan assessee gets discount purchase car introduce privilege card paying taxes certain limit privilege card entitle assessee benefits like priority quota railway tickets use airport lounges subsidised medical facilities etc etc let tax payers feel proud introduce medical insurance life insurance basis average itr filled like coverage upto twice gross income itr filled mediclaim ten times risk cover case life insurance introduce pension yrs age basis tax paid tax payer working life let honest taxpayers get certain direct benefits today indian population filling itrs compared chinaadding large agriculturists income tax may shoot figure may help cool tax terrorism mindset tax compliant nation smiling face smiling eyes lets spread honest tax payers,AG
facebook_corpus_msr_450762,common people suffrd bfr didnt people raised thr voice dat tym??,AG
facebook_corpus_msr_1525103,opportunity knocking door kashmiri need dual protection terrorists inside outside difficult army carry biz returning normalcy valley sleepers pose threat manipulations curtailed deterred threat always loom large,NAG
facebook_corpus_msr_1722942,oh asaduddin owaisi good person all sikhi teaches inside evry person soul god resides nd dont hate soul bt mr owaisi nature good one thats point view again people may find good too said sonu sir isnt bad person nd maybe intention ws stop noise pollution bt execution cud hve slightly different u knw becoz sonu sir followed public figure nd fans every religion kind statement may hurt someones sentiment mean wts point hurting someone spread happiness hatred,AG
facebook_corpus_msr_1805484,ana chameleon rss agent,AG
facebook_corpus_msr_431253,sure india super power leader like modi,NAG
facebook_corpus_msr_322446,proud see mizo fellows thing like thishope example indians,NAG
facebook_corpus_msr_1723807,people problem of diffrent religion s go moon,AG
facebook_corpus_msr_1763625,rest peace,NAG
facebook_corpus_msr_444062,manish vats explain basis facts data mentioned whole india modi reply behalf whole india?,AG
facebook_corpus_msr_329045,lucky terrorists get virgins soon thumbs upmediumlight skin tonethumbs upmediumlight skin tone,AG
facebook_corpus_msr_503515,suraj subramanian think india incapacitated economist,AG
facebook_corpus_msr_322700,munawar khan porkiestan isis part one created land sindh n punjab genocideing lakhs bangladeshis porkiestan funded jehadist elements kashmir n genocided millions kashmiri hindus porkiestani army using chemical bomb innocent baluchis peopleporkiestan murdabad,AG
facebook_corpus_msr_405606,pakistan shame full things u doing no need attack religion placenothing different mosque mandir church place human,AG
facebook_corpus_msr_1737042,thats right whole video directed arvind kejriwal!!,NAG
facebook_corpus_msr_438490,anuj idea nilkamal rising ??,NAG
facebook_corpus_msr_2126958,awkward day peaceful community one enemy lost another,AG
facebook_corpus_msr_493211,please tell market fees mandi tax subsum gst not?,NAG
facebook_corpus_msr_1689920,god knws wat prblm is,AG
facebook_corpus_msr_444152,adam smith wrote book wealth nations soina gandhi write book rob wealth nations,AG
facebook_corpus_msr_329972,course! intelligent best informed administrative matters! fools like naxals stone pelters active,AG
facebook_corpus_msr_334292,mayur jain u really talking trusting courts country u live third class third world third character u r talking trust,NAG
facebook_corpus_msr_1751826,losing two matches pv sindhu trot carolina marin made roaring comeback indian rival singapore open quarterfinal,NAG
facebook_corpus_msr_1723016,want say kashmiri boy wrongjust remember muslim demolished temples n killed pandit without fault,AG
facebook_corpus_msr_1805020,seriously anna hazare introspect making statements!!!,AG
facebook_corpus_msr_399487,called beefstrike d ban cow slaughter pakistani army eat you,AG
facebook_corpus_msr_431844,priyaka husband involved scam u want pm,AG
facebook_corpus_msr_451793,look face looks like saw bike xd,AG
facebook_corpus_msr_406865,idiot bjp even rajouri garden jaha paper trail use hua,AG
facebook_corpus_msr_335003,dear friend got opportunity watch movie yet due shows running housefull comment seems inspired communalism,AG
facebook_corpus_msr_417488,let no breathefor gods sakegiving altitudes holding black!!!!!!! uhhhhh !!!!!!!,NAG
facebook_corpus_msr_1853758,jio = failure !!,AG
facebook_corpus_msr_2111346,gospel devil mouth haha,NAG
facebook_corpus_msr_1945508,could robert vadrawhose identity married priyanka ghandi,AG
facebook_corpus_msr_401415,bahi easy time bigger country ur pakistan population second largest population china asia,NAG
facebook_corpus_msr_408730,much spend diet ? cheap,AG
facebook_corpus_msr_367596,seems intelligence security r lowest certainly competent governance big talks evidence plan action combat paki aggression orand terrorist attacks poor poor poor,AG
facebook_corpus_msr_474296,superb movesuperb execution plan black money u better beware india,AG
facebook_corpus_msr_437016,just men wealth half world oxfamfull moon facecheck mark,NAG
facebook_corpus_msr_327615,na kashmir rahega na pakistan rahega ishfaq bhosdiwaale sabr ka intehaan le raha hai tera katwa pakistan,AG
facebook_corpus_msr_429180,great vision ! real role model young people simple man great mind ,NAG
facebook_corpus_msr_332538,conspiracy must tiwari organised stage managed funded defame political parties couple years back character big boss time people could see much hatred disrepect arrogance inside him,AG
facebook_corpus_msr_857705,mshanu u literatr? bcos budget date announced election date election commition announced election budget,AG
facebook_corpus_msr_1805130,anna hazare failed drama kejriwal case hazare aim remove congress power joined kejriwal kejri clever overcome hazare defeated bjp opposing till now anna hazare wont speak bjp involve money scandal communal violence hate speeches etc etc anna hazare hypocritic poison human being hazare never thought kejri come politics hazare may defeating congress lost kejri matter great actor hazare,AG
facebook_corpus_msr_482798,ur view textile stock next apple india ,NAG
facebook_corpus_msr_2032064,ur info amit shah way appreciate old guy said rather questioning past incidents trust u give example people give u two lets play blame game show desh bhakti show respect,AG
facebook_corpus_msr_450667,poor people suffering lot money eat farmers trouble terrible decision,AG
facebook_corpus_msr_1906973,presstitutes hindus attacked west bengal ?,AG
facebook_corpus_msr_457398,sor bears trapped still left major bigg left p,NAG
facebook_corpus_msr_445798,iam seeing messages opposingthese one anti nationals holding blackmodi hit hardlythey die dogs death,AG
facebook_corpus_msr_1723393,worship centres decency reduce noice pollution created irrespective religions islamic mosqueshindu mandirs christian churchs making trouble common think god deaf ? prayer personal thing one person deity government must something thing save common kind inconveniences,AG
facebook_corpus_msr_326320,problem dealing barbaric army using jihadi tactics,NAG
facebook_corpus_msr_349919,although supporter modi time congress told right thing,NAG
facebook_corpus_msr_1723886,shame shame frustrated jobless sonu nigam,AG
facebook_corpus_msr_2349570,hindus learn u people never give house rent muslims discriminate muslims targeting terrorists,AG
facebook_corpus_msr_406076,hot beverage botcow face poweredhamster bymonkey princeface steam nose fadii hotel see bot speed kissing cat india tv heart suit c h α υ δ h r ψ rose β ο τ τ ε r heart suit office building saturday april hotel like backheart suit india tv hospital comment late detik convenience store auto comment prince fadii japanese castle magnifying glass tilted right babybottk light bulb,NAG
facebook_corpus_msr_2029792,cpm chrsity like u r biggest terrorist nation killing hindus kerala part ur strategy rss worker killed ur cpm goons leadership vijayan part expanding sickularim mr,AG
facebook_corpus_msr_423124,hello sonia yet selling stocks llosses ast month problems?,NAG
facebook_corpus_msr_401491,bøbby beta father remember history slave years winking faceface tears joy,AG
